city,Operateur,2G,3G,4G
Cussac-Fort-Médoc,20801,1,1,0
Ledeuix,20820,1,1,1
Cussac-Fort-Médoc,20820,1,1,1
Bedous,20820,1,1,1
Mourenx,20820,1,1,1
Mourenx,20810,1,1,1
Bedous,20810,1,1,0
Courçon,20801,1,1,1
Arthez-de-Béarn,20820,1,1,1
Arthez-de-Béarn,20810,1,1,1
Fontenay-le-Comte,20801,1,1,0
Bourneau,20810,1,1,0
Sarrance,20801,1,0,0
Sarrance,20810,1,1,0
Pouzauges,20801,0,1,1
Champtocé-sur-Loire,20820,1,0,0
Lamarque,20810,1,1,0
La Tessoualle,20820,1,1,1
La Tessoualle,20815,0,1,1
La Tessoualle,20810,1,1,1
Grandcamp-Maisy,20820,1,1,1
Grandcamp-Maisy,20810,1,1,1
Oloron-Sainte-Marie,20820,1,1,1
Oloron-Sainte-Marie,20810,1,1,1
Oloron-Sainte-Marie,20815,0,1,1
Saint-Aubin-de-Médoc,20820,1,1,1
Fontenay-le-Comte,20815,0,1,1
Pessac,20801,1,1,1
Saint-Aubin-de-Médoc,20801,0,1,1
Saint-Aubin-de-Médoc,20815,0,1,1
Grandcamp-Maisy,20801,1,1,1
Juvigny les Vallées,20820,1,1,1
Juvigny les Vallées,20810,1,1,1
Grandcamp-Maisy,20815,0,1,1
Cossé-le-Vivien,20810,1,1,1
Cossé-le-Vivien,20820,1,1,1
Cossé-le-Vivien,20815,0,1,1
Os-Marsillon,20801,1,1,1
Mérignac,20801,1,1,0
Garein,20815,0,1,0
Ernée,20820,1,1,1
Ernée,20801,0,1,0
Ernée,20815,0,1,1
Ernée,20810,1,1,1
Mérignac,20801,0,0,0
Mérignac,20820,0,1,1
Saint-Martin-d'Oney,20820,1,1,1
Saint-Martin-d'Oney,20810,1,1,1
Oloron-Sainte-Marie,20801,0,1,0
Segré-en-Anjou Bleu,20820,1,1,1
Segré-en-Anjou Bleu,20810,1,1,1
Fontenay-le-Comte,20820,1,1,1
Fontenay-le-Comte,20810,1,1,0
Garein,20801,1,0,0
Garein,20810,1,1,0
Garein,20801,0,1,0
Garein,20820,1,1,0
Mérignac,20801,0,1,1
Pessac,20810,1,1,1
Mérignac,20801,0,1,0
Luchat,20820,1,1,1
Cholet,20820,1,1,0
